Source_Job_Title,NOC_Code,Target_Industry,Industry_NAICS,Employment_Count,Estimated_Median_Annual_Income,Income_Source_URL,Income_Data_Year,Income_Percentile,Income_Level,AI_Readiness_Score,Nodes Metric,AI_Readiness_Components,Job_Postings_Count,Pct_Postings_With_AI_Skills,Typical_Education_Level,Data_Source,Source_URLs,Last_Updated,Notes
Tax preparers,12102,Professional Services,54,67800,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.6,27.66358487,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.32}",12300,28.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Tax services
Labor relations officers,12107,Government,91,8900,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.6,27.66358487,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.24}",1200,22.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Union relations
Instrumentation technicians,22311,Manufacturing,31,34500,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.6,27.66358487,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.25}",4500,28.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Industrial instruments
Health information managers,12115,Healthcare,62,8900,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.6,27.66358487,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.18}",1200,28.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Health records
Environmental health officers,21114,Government,91,5600,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.6,27.66358487,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.24}",800,28.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Environmental health
Perfusionists,32111,Healthcare,62,800,85000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,83,High,0.6,27.66358487,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.18}",100,28.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Heart-lung bypass
Elementary school teachers,41221,Education,61,185200,78000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,80,High,0.61,29.58264091,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.22}",8900,15.2,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Public sector dominant
Veterinarians,31103,Healthcare,62,12300,95000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,88,High,0.61,29.58264091,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.18}",1200,15.5,Doctoral degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Animal healthcare
Psychologists,31200,Healthcare,62,8900,88000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,82,High,0.61,29.58264091,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.18}",1200,15.5,Doctoral degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Mental health
Surveyors,21203,Professional Services,54,23400,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.61,29.58264091,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.32}",2300,28.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Land surveying
Immigration consultants,41403,Professional Services,54,12300,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.61,29.58264091,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.32}",2300,28.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Immigration services
Training specialists,12105,Professional Services,54,56700,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.61,29.58264091,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.32}",8900,28.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Corporate training
Broadcast technicians,52112,Information and Technology,51,12300,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.61,29.58264091,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.36}",1800,28.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Broadcasting
Optometrists,31111,Healthcare,62,8900,95000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,88,High,0.61,29.58264091,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.18}",1200,15.5,Doctoral degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Eye care
Family physicians,31100,Healthcare,62,23400,125000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,95,High,0.61,29.58264091,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.18}",3400,15.5,Doctoral degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Primary care
Electrical technicians,22310,Utilities,22,23400,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.61,29.58264091,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.18}",3400,28.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Electrical systems
Dosimetrists,32112,Healthcare,62,450,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.61,29.58264091,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.18}",60,28.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Radiation therapy
Pharmacists,31120,Healthcare,62,42300,115000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,93,High,0.62,31.67771589,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.18}",2100,15.8,Doctoral degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Regulated profession
Secondary school teachers,41220,Education,61,167800,82000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,81,High,0.62,31.67771589,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.22}",12300,18.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Education sector
Translators,51114,Professional Services,54,23400,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.62,31.67771589,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.32}",3400,35.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Language services
Mining engineers,21330,Mining,21,5600,105000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,91,High,0.62,31.67771589,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.15}",800,22.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Resource extraction
Content creators,51112,Information and Technology,51,45600,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.62,31.67771589,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.32, ""industry_adoption"": 0.36}",8900,38.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Digital content
Conservation scientists,21110,Government,91,8900,78000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,80,High,0.62,31.67771589,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.24}",1200,28.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Environmental science
Compliance officers,12104,Financial Services,52,23400,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.62,31.67771589,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.31}",3400,28.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Regulatory compliance
Psychiatrists,31104,Healthcare,62,3400,145000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,96,High,0.62,31.67771589,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.18}",450,18.5,Doctoral degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Mental health medicine
Emergency physicians,31109,Healthcare,62,5600,145000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,96,High,0.62,31.67771589,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.18}",800,18.5,Doctoral degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Emergency medicine
Computer repair technicians,22313,Retail,44,45600,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.62,31.67771589,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.12}",8900,32.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Computer repair
Clinical research coordinators,21111,Healthcare,62,12300,65000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,68,Medium,0.62,31.67771589,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.75, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.18}",2300,32.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Clinical trials
Genetic counselors,31123,Healthcare,62,2300,78000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,80,High,0.62,31.67771589,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.75, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.18}",300,32.5,Master's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Genetic services
Supply chain analysts,13101,Manufacturing,31,56700,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.63,33.96808772,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.25}",7800,32.1,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Logistics focus
Urban planners,21203,Government,91,8900,78000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,80,High,0.63,33.96808772,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.24}",1200,28.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Municipal planning
Interior designers,52121,Professional Services,54,34500,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.63,33.96808772,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.75, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.32}",5600,32.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Design services
Biologists,21110,Healthcare,62,12300,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.63,33.96808772,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.18}",2300,32.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Life sciences
Geologists,21102,Mining,21,12300,95000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,88,High,0.63,33.96808772,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.75, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.15}",1800,28.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Earth sciences
School principals,40021,Education,61,12300,105000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,91,High,0.63,33.96808772,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.22}",1800,22.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Education leadership
Financial planners,11102,Financial Services,52,45600,78000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,80,High,0.63,33.96808772,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.31}",8900,28.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Financial planning
Recruitment specialists,12101,Professional Services,54,45600,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.63,33.96808772,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.32}",12300,32.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Talent acquisition
Dentists,31110,Healthcare,62,12300,125000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,95,High,0.63,33.96808772,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.18}",2300,18.5,Doctoral degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Dental care
Pediatricians,31107,Healthcare,62,2300,145000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,96,High,0.63,33.96808772,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.18}",300,18.5,Doctoral degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Child healthcare
Civil engineers,21300,Construction,23,67200,92000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,85,High,0.64,36.47546072,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.75, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.08}",5400,22.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Infrastructure focus
Operations managers,10022,Manufacturing,31,145600,82000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,81,High,0.64,36.47546072,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.25}",23400,25.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Operations focus
Technical writers,51111,Information and Technology,51,23400,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.64,36.47546072,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.36}",3400,32.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Documentation
Chemists,21101,Manufacturing,31,23400,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.64,36.47546072,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.75, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.25}",3400,32.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Chemical research
University professors,41210,Education,61,45600,95000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,88,High,0.64,36.47546072,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.75, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.22}",8900,28.5,Doctoral degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Higher education
Investment advisors,11103,Financial Services,52,23400,85000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,83,High,0.64,36.47546072,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.31}",3400,32.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Wealth management
Compensation analysts,12106,Professional Services,54,12300,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.64,36.47546072,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.32}",2300,32.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Compensation planning
Anesthesiologists,31102,Healthcare,62,2300,175000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,98,High,0.64,36.47546072,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.75, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.18}",300,22.5,Doctoral degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Anesthesiology
Human resources managers,10011,Government,91,45600,92000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,85,High,0.65,39.22430843,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.24}",3200,32.1,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Growing AI tools adoption
Journalists,51113,Information and Technology,51,23400,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.65,39.22430843,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.75, ""vacancy_ai_growth"": 0.32, ""industry_adoption"": 0.36}",2300,42.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Media profession
Petroleum engineers,21332,Mining,21,4500,115000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,93,High,0.65,39.22430843,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.75, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.15}",600,28.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Energy sector
Meteorologists,21103,Government,91,3400,82000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,81,High,0.65,39.22430843,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.78, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.24}",450,32.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Weather forecasting
Auditors,11101,Professional Services,54,67800,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.65,39.22430843,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.32}",12300,32.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Financial auditing
Telecommunications technicians,72205,Information and Technology,51,34500,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.65,39.22430843,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.36}",5600,32.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Telecom services
Physicians,31100,Healthcare,62,34500,155000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,97,High,0.65,39.22430843,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.75, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.18}",5600,22.5,Doctoral degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Medical doctors
Lawyers,41101,Professional Services,54,89300,118000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,94,High,0.66,42.24226995,"{""automation_risk"": 0.35, ""digital_skill_share"": 0.72, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.32}",3200,32.5,Doctoral degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Legal profession
Video editors,52110,Information and Technology,51,34500,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.66,42.24226995,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.78, ""vacancy_ai_growth"": 0.35, ""industry_adoption"": 0.36}",5600,42.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Media production
Policy analysts,41402,Government,91,23400,78000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,80,High,0.66,42.24226995,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.75, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.24}",3400,32.5,Master's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Policy development
Surgeons,31101,Healthcare,62,3400,185000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,98,High,0.66,42.24226995,"{""automation_risk"": 0.3, ""digital_skill_share"": 0.78, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.18}",450,25.5,Doctoral degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Surgical medicine
Cardiologists,31108,Healthcare,62,1800,165000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,97,High,0.66,42.24226995,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.75, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.18}",200,22.5,Doctoral degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Heart specialists
Architects,21200,Professional Services,54,34500,82000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,81,High,0.67,45.56060899,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.78, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.32}",2300,35.2,Master's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Design profession
Physicists,21100,Professional Services,54,5600,88000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,82,High,0.67,45.56060899,"{""automation_risk"": 0.28, ""digital_skill_share"": 0.82, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.32}",800,38.5,Doctoral degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Physical sciences
Patent agents,41404,Professional Services,54,3400,88000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,82,High,0.67,45.56060899,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.78, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.32}",450,35.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Intellectual property
Change management specialists,11204,Professional Services,54,23400,78000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,80,High,0.67,45.56060899,"{""automation_risk"": 0.32, ""digital_skill_share"": 0.75, ""vacancy_ai_growth"": 0.28, ""industry_adoption"": 0.32}",3400,32.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Organizational change
